,time_usec,xacc,frequency,yacc,zacc,xgyro,ygyro,zgyro,temperature
0,27223652,2,0.0,54,-1007,0,1,0,4432
1,27423645,1,0.0,54,-1008,1,2,0,4480
2,27626531,1,0.0,54,-1008,0,1,0,4432
3,27823716,0,0.0,54,-1008,0,1,0,4480
4,28023668,1,0.0,53,-1008,0,1,0,4432
5,28223646,1,0.0,53,-1008,1,1,0,4480
6,28423660,2,0.0,54,-1008,1,0,0,4432
7,28628720,1,0.0,54,-1008,1,1,0,4432
8,28823671,2,0.0,54,-1007,1,0,0,4480
9,29023679,1,0.0,54,-1008,0,1,0,4480
10,29223644,1,0.0,54,-1008,0,1,0,4480
11,29423662,2,0.0,54,-1008,0,1,0,4480
12,29626537,2,0.0,54,-1007,1,1,0,4480
13,29823658,1,0.0,54,-1007,0,1,0,4432
14,30023679,1,0.0,54,-1007,0,0,0,4480
15,30223638,2,0.0,54,-1007,1,1,0,4432
16,30423713,1,0.0,53,-1007,1,0,0,4480
17,30626497,1,0.0,53,-1007,2,0,0,4432
18,30823640,1,0.0,54,-1006,1,1,0,4432
19,31023637,1,0.0,54,-1007,1,0,0,4480
20,31223638,1,0.0,54,-1006,0,1,0,4480
21,31423663,1,0.0,54,-1007,0,1,0,4432
22,31628626,1,0.0,54,-1008,1,1,0,4480
23,31823658,1,0.0,54,-1008,0,2,0,4432
24,32023685,1,0.0,54,-1007,1,1,0,4480
25,32223642,0,0.0,53,-1007,1,2,0,4480
26,32423660,1,0.0,54,-1008,1,0,0,4432
27,32626500,0,0.0,54,-1009,0,2,0,4480
28,32823707,0,0.0,53,-1011,1,0,0,4432
29,33023701,1,0.0,53,-1009,1,0,0,4480
30,33223718,1,0.0,54,-1008,1,0,0,4432
31,33423705,2,0.0,54,-1008,1,1,0,4480
32,33626558,2,0.0,54,-1008,1,1,0,4480
33,33823671,2,0.0,54,-1008,0,1,0,4432
34,34023824,2,0.0,53,-1007,0,0,1,4480
35,34223828,1,0.0,53,-1006,0,2,0,4432
36,34423797,0,0.0,54,-1007,1,0,0,4432
37,34626353,1,0.0,53,-1008,1,1,0,4432
38,34823805,1,0.0,53,-1008,1,0,0,4432
39,35023837,1,0.0,54,-1007,1,0,0,4432
40,35223828,1,0.0,54,-1007,1,1,0,4432
41,35423820,1,0.0,54,-1007,1,0,0,4480
42,35626410,2,0.0,54,-1006,1,0,0,4432
43,35823837,2,0.0,54,-1007,1,0,0,4480
44,36023839,1,0.0,54,-1007,0,0,0,4432
45,36223831,2,0.0,54,-1008,1,0,0,4432
46,36423824,1,0.0,54,-1008,1,0,0,4432
47,36626394,1,0.0,54,-1007,1,1,0,4480
48,36823835,1,0.0,54,-1007,0,1,0,4480
49,37023822,1,0.0,54,-1007,1,0,0,4480
50,37223832,1,0.0,54,-1007,1,1,0,4480
51,37423825,2,0.0,53,-1007,1,1,0,4480
52,37626367,1,0.0,54,-1008,1,0,0,4432
53,37823830,2,0.0,54,-1007,1,1,0,4480
54,38023847,1,0.0,54,-1008,1,1,0,4432
55,38223808,2,0.0,54,-1008,1,1,0,4480
56,38423815,1,0.0,54,-1008,1,1,0,4480
57,38626389,1,0.0,54,-1008,0,0,0,4432
58,38823832,1,0.0,54,-1008,1,1,0,4480
59,39023822,1,0.0,54,-1008,0,1,0,4480
60,39223823,1,0.0,53,-1009,0,1,0,4432
61,39423852,1,0.0,54,-1008,1,0,0,4480
62,39626385,1,0.0,54,-1009,0,1,0,4432
63,39823821,1,0.0,53,-1008,0,0,0,4480
64,40023818,1,0.0,54,-1008,0,1,1,4432
65,40223841,1,0.0,54,-1008,1,1,0,4432
66,40423831,1,0.0,54,-1008,1,1,0,4432
67,40626405,1,0.0,53,-1008,0,0,0,4432
68,40823824,1,0.0,54,-1007,1,0,0,4432
69,41023822,1,0.0,54,-1008,0,1,0,4432
70,41223830,1,0.0,54,-1007,0,0,0,4432
71,41423819,1,0.0,54,-1007,0,1,0,4432
72,41626388,1,0.0,54,-1007,1,1,0,4432
73,41823822,1,0.0,54,-1007,0,1,0,4432
74,42023838,1,0.0,54,-1007,0,1,0,4480
75,42223829,1,0.0,54,-1007,1,1,0,4432
76,42423823,1,0.0,54,-1008,1,0,0,4432
77,42626415,2,0.0,54,-1007,1,1,0,4480
78,42823822,1,0.0,54,-1007,1,1,0,4432
79,43023821,1,0.0,53,-1007,1,1,0,4480
80,43223818,1,0.0,54,-1007,0,0,0,4480
81,43423832,1,0.0,54,-1007,1,0,0,4480
82,43626408,2,0.0,54,-1007,1,1,0,4432
83,43823843,1,0.0,53,-1007,1,1,0,4432
84,44023825,1,0.0,54,-1007,0,2,0,4432
85,44223829,1,0.0,54,-1007,1,2,0,4480
86,44423820,1,0.0,54,-1007,1,2,0,4432
87,44626409,1,0.0,54,-1008,1,1,0,4480
88,44823830,1,0.0,54,-1008,0,0,0,4480
89,45023854,2,0.0,54,-1008,1,1,0,4432
90,45223822,1,0.0,53,-1007,1,1,0,4432
91,45423813,2,0.0,54,-1008,1,1,0,4480
92,45626408,1,0.0,53,-1008,1,0,0,4432
93,45823834,2,0.0,54,-1009,0,0,0,4480
94,46023798,1,0.0,53,-1008,1,1,0,4432
95,46223790,1,0.0,54,-1008,0,1,0,4432
96,46423830,1,0.0,54,-1009,1,1,0,4480
97,46626386,2,0.0,54,-1009,1,1,0,4480
98,46823824,1,0.0,54,-1008,0,0,0,4432
99,47023817,1,0.0,54,-1008,1,0,0,4432
100,47223833,1,0.0,53,-1008,1,0,0,4432
101,47423828,1,0.0,54,-1007,0,0,0,4480
102,47626415,1,0.0,54,-1007,0,0,0,4480
103,47823822,1,0.0,54,-1007,1,1,-1,4480
104,48023826,1,0.0,54,-1008,1,1,0,4432
105,48223839,1,0.0,54,-1007,1,1,0,4480
106,48423827,2,0.0,54,-1008,0,1,0,4480
107,48626419,1,0.0,54,-1004,2,3,0,4432
108,48823805,1,0.0,54,-1011,1,0,0,4480
109,49023823,1,0.0,53,-1010,1,0,0,4432
110,49223822,1,0.0,53,-1007,0,0,0,4480
111,49423817,1,0.0,53,-1007,1,0,0,4432
112,49626390,1,0.0,54,-1006,1,1,0,4480
113,49823835,2,0.0,54,-1006,1,1,0,4432
114,50023800,1,0.0,54,-1007,0,2,0,4432
115,50223801,1,0.0,53,-1008,1,1,0,4432
116,50423828,1,0.0,53,-1007,0,0,1,4480
117,50626440,1,0.0,53,-1007,1,0,1,4432
118,50823822,1,0.0,54,-1007,1,1,0,4480
119,51023822,1,0.0,54,-1008,1,1,1,4432
120,51223840,1,0.0,54,-1007,1,0,1,4432
121,51423815,2,0.0,54,-1007,0,1,0,4480
122,51626454,1,0.0,53,-1007,0,1,0,4432
123,51823805,1,0.0,54,-1007,0,1,0,4480
124,52023825,2,0.0,53,-1007,1,1,0,4432
125,52223805,2,0.0,54,-1007,0,1,0,4432
126,52423824,1,0.0,53,-1008,0,1,0,4432
127,52626401,1,0.0,54,-1007,1,1,0,4432
128,52823852,1,0.0,54,-1007,1,0,1,4432
129,53023865,2,0.0,53,-1008,1,1,0,4432
130,53223836,2,0.0,53,-1012,0,-1,0,4480
131,53423826,1,0.0,54,-1006,1,1,0,4480
132,53626396,1,0.0,54,-1007,1,2,0,4432
133,53823783,1,0.0,54,-1006,0,2,0,4432
134,54023821,1,0.0,54,-1007,0,0,0,4432
135,54223806,1,0.0,54,-1009,0,0,0,4480
136,54423849,1,0.0,54,-1008,2,2,0,4432
137,54626408,2,0.0,54,-1008,1,1,0,4432
138,54823854,2,0.0,54,-1008,0,1,0,4432
139,55023829,2,0.0,53,-1009,1,0,0,4480
140,55223827,1,0.0,54,-1008,1,0,0,4432
141,55423823,2,0.0,54,-1007,1,1,0,4432
142,55626382,1,0.0,53,-1013,0,0,0,4432
143,55823818,2,0.0,55,-1008,2,0,0,4480
144,56023852,0,0.0,54,-1006,0,1,0,4432
145,56223848,1,0.0,53,-1006,0,0,0,4480
146,56423846,1,0.0,53,-1008,1,1,0,4480
147,56626423,2,0.0,54,-1007,1,1,0,4432
148,56823821,2,0.0,54,-1008,1,0,0,4432
149,57023825,2,0.0,54,-1007,0,0,0,4480
150,57223824,2,0.0,55,-1008,0,0,0,4432
151,57423814,1,0.0,54,-1007,1,0,0,4432
152,57626400,1,0.0,54,-1008,1,1,0,4432
153,57823804,2,0.0,53,-1008,0,1,0,4432
154,58023801,1,0.0,53,-1007,1,2,0,4432
155,58223812,1,0.0,54,-1008,0,0,0,4480
156,58423838,1,0.0,54,-1007,1,0,0,4432
157,58626451,2,0.0,54,-1008,1,1,0,4432
158,58823806,1,0.0,54,-1007,1,0,0,4480
159,59023845,2,0.0,54,-1007,1,1,0,4432
160,59223803,2,0.0,54,-1007,1,1,0,4480
161,59423817,1,0.0,54,-1007,0,1,0,4432
162,59626414,1,0.0,54,-1008,1,0,0,4480
163,59823819,2,0.0,54,-1008,0,0,0,4432
164,60023828,1,0.0,54,-1009,1,2,0,4480
165,60223854,1,0.0,54,-1009,1,1,0,4480
166,60423817,1,0.0,54,-1009,1,1,0,4432
167,60626406,1,0.0,54,-1009,0,1,0,4432
168,60823824,2,0.0,53,-1008,1,0,1,4432
169,61023816,1,0.0,54,-1008,0,0,0,4432
170,61223825,2,0.0,53,-1007,1,1,0,4432
171,61423833,1,0.0,53,-1009,1,1,0,4432
172,61626416,1,0.0,54,-1007,1,1,0,4432
173,61823815,1,0.0,54,-1009,1,2,0,4432
174,62023831,0,0.0,54,-1009,0,1,0,4432
175,62223790,1,0.0,53,-1008,1,1,1,4432
176,62423823,1,0.0,53,-1008,0,0,0,4432
177,62626365,2,0.0,54,-1008,0,1,0,4432
178,62823792,1,0.0,53,-1008,1,1,0,4480
179,63023817,1,0.0,54,-1007,1,0,0,4432
180,63223859,2,0.0,54,-1008,1,1,0,4432
181,63423829,2,0.0,54,-1007,1,1,0,4432
182,63626349,2,0.0,54,-1008,1,1,0,4480
183,63823834,2,0.0,54,-1007,0,1,0,4432
184,64023819,2,0.0,54,-1007,1,1,0,4432
185,64223836,1,0.0,53,-1007,1,1,0,4432
186,64423818,1,0.0,54,-1007,2,1,0,4480
187,64626412,2,0.0,54,-1007,0,0,0,4432
188,64823814,1,0.0,54,-1007,1,1,0,4480
189,65023821,1,0.0,54,-1007,0,1,0,4432
190,65223824,2,0.0,54,-1007,1,0,0,4480
191,65423811,2,0.0,53,-1007,1,1,0,4480
192,65626410,1,0.0,53,-1007,1,0,0,4432
193,65823819,1,0.0,54,-1007,0,1,0,4432
194,66023796,1,0.0,54,-1008,1,1,0,4480
195,66223837,1,0.0,54,-1008,1,1,0,4480
196,66423821,2,0.0,54,-1008,0,1,0,4480
197,66626425,1,0.0,54,-1008,1,1,0,4432
198,66823827,1,0.0,54,-1008,1,1,0,4432
199,67023827,1,0.0,53,-1008,1,0,0,4432
200,67823826,1,24000.0,54,-1008,0,0,1,4480
201,68023839,1,24000.0,54,-1008,1,1,1,4432
202,68223825,1,24000.0,54,-1009,0,0,0,4432
203,68423817,2,24000.0,54,-1008,0,1,0,4432
204,68626363,2,24000.0,53,-1008,0,1,0,4480
205,68823806,1,24000.0,54,-1008,1,1,0,4432
206,69023823,2,24000.0,54,-1007,1,1,0,4480
207,69223860,1,24000.0,54,-1008,0,1,0,4432
208,69423810,1,24000.0,54,-1008,0,0,0,4432
209,69626398,1,24000.0,54,-1007,0,1,0,4432
210,69823826,1,24000.0,54,-1008,1,0,0,4432
211,70023826,1,24000.0,54,-1007,1,1,0,4432
212,70223823,1,24000.0,54,-1008,1,1,0,4432
213,70423838,1,24000.0,54,-1007,1,1,0,4432
214,70626439,1,24000.0,54,-1007,0,0,0,4480
215,70823838,2,24000.0,54,-1007,0,1,0,4432
216,71023837,1,24000.0,54,-1007,1,1,0,4480
217,71223837,1,24000.0,54,-1007,1,1,0,4432
218,71423825,1,24000.0,54,-1007,0,1,0,4432
219,71626497,1,24000.0,54,-1007,0,1,0,4432
220,73823828,1,24050.0,54,-1008,0,1,0,4432
221,74023824,1,24050.0,54,-1007,1,1,0,4480
222,74223817,1,24050.0,54,-1007,1,0,0,4480
223,74423830,1,24050.0,54,-1008,1,1,0,4432
224,74626390,1,24050.0,54,-1007,0,1,0,4480
225,74823823,1,24050.0,54,-1007,1,1,1,4432
226,75023828,1,24050.0,54,-1008,1,0,0,4480
227,75223820,1,24050.0,54,-1007,1,1,0,4432
228,75423818,1,24050.0,53,-1008,1,1,0,4480
229,75626379,1,24050.0,53,-1008,0,2,0,4432
230,75823848,1,24050.0,54,-1008,1,2,0,4480
231,76023819,1,24050.0,54,-1008,0,1,0,4432
232,76223833,1,24050.0,54,-1008,1,0,0,4480
233,76423849,1,24050.0,53,-1008,1,0,0,4432
234,76626424,1,24050.0,53,-1008,0,1,0,4432
235,76823801,1,24050.0,54,-1008,1,1,-1,4480
236,77023803,2,24050.0,54,-1007,1,0,0,4480
237,77223832,1,24050.0,54,-1008,0,1,0,4480
238,77423827,1,24050.0,54,-1007,1,0,0,4432
239,77626432,2,24050.0,54,-1008,1,1,0,4432
240,79823827,1,24100.0,54,-1007,1,1,0,4432
241,80023844,1,24100.0,54,-1007,1,1,0,4480
242,80223833,2,24100.0,54,-1007,1,0,0,4480
243,80423826,1,24100.0,54,-1007,1,1,0,4432
244,80626356,2,24100.0,54,-1008,0,1,0,4432
245,80823833,2,24100.0,54,-1008,0,0,0,4432
246,81023815,1,24100.0,54,-1008,2,1,0,4432
247,81223840,1,24100.0,53,-1007,0,1,0,4480
248,81423838,1,24100.0,53,-1007,1,1,0,4480
249,81626373,1,24100.0,54,-1008,0,1,0,4432
250,81823838,1,24100.0,54,-1008,1,1,0,4432
251,82023823,1,24100.0,54,-1008,0,1,1,4480
252,82223814,2,24100.0,53,-1009,1,0,0,4432
253,82423853,1,24100.0,53,-1009,1,1,0,4432
254,82626426,1,24100.0,54,-1008,1,1,0,4480
255,82823827,2,24100.0,54,-1008,1,1,0,4480
256,83023828,1,24100.0,54,-1008,1,1,0,4480
257,83223830,1,24100.0,54,-1008,1,0,0,4480
258,83423862,1,24100.0,54,-1008,0,1,0,4432
259,83626389,1,24100.0,54,-1008,0,1,0,4432
260,85823819,1,24150.0,54,-1007,1,1,0,4432
261,86023825,1,24150.0,54,-1007,1,1,0,4432
262,86223846,1,24150.0,54,-1007,1,0,0,4480
263,86423833,1,24150.0,53,-1007,0,0,0,4480
264,86626422,1,24150.0,51,-1009,0,1,0,4480
265,86823836,2,24150.0,54,-1008,3,0,0,4480
266,87023823,-1,24150.0,51,-1007,0,3,1,4480
267,87223847,0,24150.0,53,-1007,0,0,0,4432
268,87423835,1,24150.0,54,-1009,0,1,0,4432
269,87626422,1,24150.0,54,-1008,1,1,0,4432
270,87823827,1,24150.0,54,-1008,0,0,0,4432
271,88023831,2,24150.0,54,-1008,0,1,0,4432
272,88223826,2,24150.0,54,-1007,0,1,0,4432
273,88423833,1,24150.0,54,-1007,0,1,0,4480
274,88626359,1,24150.0,53,-1008,0,1,0,4432
275,88823845,2,24150.0,54,-1007,1,1,0,4432
276,89023842,1,24150.0,53,-1007,1,1,0,4480
277,89223832,1,24150.0,54,-1007,1,1,0,4432
278,89423810,1,24150.0,54,-1008,1,0,0,4480
279,89626363,1,24150.0,54,-1008,0,0,0,4432
280,91823850,1,24200.0,54,-1008,0,1,0,4432
281,92023827,1,24200.0,54,-1008,1,1,0,4432
282,92223720,1,24200.0,54,-1009,1,0,0,4432
283,92423691,1,24200.0,53,-1008,0,0,0,4432
284,92626395,1,24200.0,53,-1009,1,0,0,4432
285,92823697,1,24200.0,54,-1008,1,1,0,4480
286,93023646,1,24200.0,54,-1008,0,1,0,4432
287,93223647,2,24200.0,53,-1007,1,1,0,4432
288,93423688,2,24200.0,54,-1007,0,0,0,4480
289,93626389,1,24200.0,54,-1008,0,0,0,4432
290,93823689,1,24200.0,54,-1007,1,1,0,4480
291,94023703,1,24200.0,54,-1006,0,0,0,4480
292,94223702,1,24200.0,53,-1007,1,1,0,4480
293,94423686,2,24200.0,54,-1007,0,1,0,4432
294,94626431,1,24200.0,54,-1007,0,1,0,4432
295,94823700,2,24200.0,54,-1007,1,2,0,4480
296,95023668,1,24200.0,54,-1007,1,2,0,4432
297,95223702,1,24200.0,54,-1008,1,0,0,4480
298,95423665,2,24200.0,54,-1007,1,0,0,4480
299,95626370,2,24200.0,54,-1007,1,1,0,4432
300,97823719,1,24250.0,54,-1009,1,1,0,4432
301,98023720,0,24250.0,54,-1008,1,0,0,4432
302,98223694,1,24250.0,53,-1008,0,1,0,4432
303,98423701,2,24250.0,54,-1008,0,0,0,4432
304,98626396,2,24250.0,54,-1008,1,1,0,4480
305,98823661,1,24250.0,54,-1008,0,1,0,4480
306,99023664,1,24250.0,54,-1008,0,1,1,4432
307,99223675,1,24250.0,54,-1008,1,0,0,4432
308,99423708,1,24250.0,54,-1007,0,0,0,4480
309,99626407,1,24250.0,54,-1006,0,0,0,4480
310,99823688,2,24250.0,53,-1007,1,0,0,4432
311,100023730,1,24250.0,53,-1007,1,0,0,4432
312,100223644,1,24250.0,54,-1007,0,1,0,4480
313,100423671,1,24250.0,53,-1007,1,2,0,4432
314,100626396,1,24250.0,54,-1007,0,0,0,4432
315,100823710,2,24250.0,54,-1007,1,1,0,4480
316,101023728,1,24250.0,54,-1007,1,1,1,4480
317,101223655,1,24250.0,54,-1008,0,0,1,4480
318,101423718,2,24250.0,54,-1008,1,1,0,4432
319,101626397,1,24250.0,54,-1007,1,0,0,4480
320,103823665,2,24300.0,54,-1009,1,2,0,4480
321,104023669,2,24300.0,54,-1008,0,0,0,4480
322,104223648,1,24300.0,54,-1008,1,1,0,4432
323,104423699,2,24300.0,54,-1008,1,0,0,4432
324,104626363,2,24300.0,54,-1008,1,1,0,4432
325,104823661,1,24300.0,53,-1008,1,0,0,4432
326,105023661,2,24300.0,54,-1007,1,1,0,4480
327,105223738,2,24300.0,54,-1008,0,1,0,4432
328,105423665,1,24300.0,54,-1007,1,1,0,4480
329,105626414,1,24300.0,53,-1007,0,0,0,4432
330,105823662,1,24300.0,54,-1007,1,1,0,4432
331,106023703,1,24300.0,53,-1007,0,1,0,4480
332,106223669,1,24300.0,54,-1007,0,1,0,4480
333,106423669,1,24300.0,54,-1007,1,0,0,4480
334,106626388,2,24300.0,53,-1007,1,2,0,4480
335,106823693,1,24300.0,54,-1007,0,0,0,4432
336,107023736,1,24300.0,54,-1007,0,0,0,4432
337,107223718,1,24300.0,54,-1008,0,0,0,4480
338,107423647,1,24300.0,54,-1007,1,1,0,4432
339,107626390,1,24300.0,53,-1008,1,0,0,4480
340,109823641,2,24350.0,53,-1008,0,0,0,4432
341,110023728,1,24350.0,53,-1008,1,1,0,4480
342,110223669,1,24350.0,54,-1008,0,1,-1,4480
343,110423713,1,24350.0,54,-1008,1,1,0,4480
344,110626389,1,24350.0,54,-1008,0,0,0,4432
345,110823664,2,24350.0,53,-1008,1,0,0,4432
346,111023662,1,24350.0,54,-1008,1,1,0,4432
347,111223670,1,24350.0,53,-1007,0,1,1,4480
348,111423673,1,24350.0,54,-1008,1,0,0,4432
349,111626402,1,24350.0,54,-1008,1,1,0,4480
350,111823727,2,24350.0,54,-1008,0,1,0,4480
351,112023662,1,24350.0,54,-1007,1,1,1,4480
352,112223650,1,24350.0,54,-1008,1,0,0,4432
353,112423728,1,24350.0,54,-1007,0,1,0,4480
354,112626391,1,24350.0,54,-1007,1,0,0,4432
355,112823706,1,24350.0,54,-1007,1,0,0,4480
356,113023655,1,24350.0,54,-1007,1,1,0,4480
357,113223674,1,24350.0,54,-1007,1,1,0,4432
358,113423666,1,24350.0,54,-1007,2,0,0,4432
359,113626425,1,24350.0,54,-1007,1,1,0,4480
360,115823675,1,24400.0,54,-1008,0,0,0,4480
361,116023682,1,24400.0,54,-1008,0,1,0,4480
362,116223663,2,24400.0,54,-1008,0,1,0,4432
363,116423641,2,24400.0,54,-1008,1,1,0,4480
364,116626459,2,24400.0,54,-1008,1,1,0,4480
365,116823685,2,24400.0,54,-1008,0,1,0,4480
366,117023671,1,24400.0,54,-1008,0,1,0,4480
367,117223713,2,24400.0,53,-1008,1,1,0,4480
368,117423704,1,24400.0,54,-1009,1,1,0,4480
369,117626392,1,24400.0,54,-1007,1,0,0,4432
370,117823653,1,24400.0,54,-1008,1,1,0,4480
371,118023663,1,24400.0,53,-1008,0,1,0,4480
372,118223714,1,24400.0,54,-1008,1,1,0,4480
373,118423698,2,24400.0,54,-1009,1,0,0,4432
374,118626433,2,24400.0,53,-1008,1,1,0,4480
375,118823707,1,24400.0,54,-1007,1,0,0,4432
376,119023640,2,24400.0,53,-1008,1,0,0,4432
377,119223707,1,24400.0,54,-1008,0,0,0,4480
378,119423720,1,24400.0,54,-1008,1,1,1,4432
379,119626394,1,24400.0,54,-1008,1,1,0,4432
380,121823667,1,24450.0,53,-1008,1,1,0,4480
381,122023706,2,24450.0,54,-1007,0,0,0,4432
382,122223701,1,24450.0,54,-1007,0,1,0,4432
383,122423647,1,24450.0,54,-1007,1,1,0,4432
384,122626389,1,24450.0,53,-1007,0,1,0,4432
385,122823715,2,24450.0,54,-1007,0,0,0,4480
386,123023648,1,24450.0,54,-1007,1,1,0,4480
387,123223681,2,24450.0,54,-1007,1,0,0,4432
388,123423703,1,24450.0,54,-1007,1,0,0,4480
389,123628807,1,24450.0,54,-1007,1,0,0,4432
390,123823643,1,24450.0,54,-1007,1,0,0,4432
391,124023670,1,24450.0,54,-1007,1,0,0,4480
392,124223711,1,24450.0,53,-1007,1,1,0,4432
393,124423645,2,24450.0,53,-1007,1,0,0,4432
394,124626381,1,24450.0,54,-1007,1,1,0,4432
395,124823661,1,24450.0,54,-1008,1,1,0,4432
396,125023723,2,24450.0,53,-1007,0,1,0,4480
397,125223652,1,24450.0,54,-1008,0,0,0,4480
398,125423662,1,24450.0,53,-1008,1,0,0,4480
399,125626551,1,24450.0,54,-1008,1,1,0,4480
400,127823687,1,24500.0,54,-1008,1,0,0,4432
401,128023682,1,24500.0,53,-1008,1,0,0,4480
402,128223678,1,24500.0,54,-1008,0,0,0,4432
403,128423651,1,24500.0,54,-1008,0,0,0,4432
404,128626589,1,24500.0,54,-1008,0,1,0,4432
405,128823705,1,24500.0,53,-1008,0,1,0,4432
406,129023713,1,24500.0,54,-1008,0,1,0,4432
407,129223648,1,24500.0,54,-1008,1,1,0,4480
408,129423704,2,24500.0,54,-1008,1,1,0,4480
409,129626528,1,24500.0,53,-1008,1,1,0,4480
410,129823698,1,24500.0,53,-1008,1,0,0,4432
411,130023702,1,24500.0,54,-1008,1,1,0,4432
412,130223708,1,24500.0,54,-1008,2,0,0,4480
413,130423729,1,24500.0,54,-1007,1,0,0,4480
414,130626574,2,24500.0,53,-1007,2,1,0,4432
415,130823662,2,24500.0,54,-1007,1,1,0,4480
416,131023666,1,24500.0,54,-1007,1,1,0,4432
417,131223663,1,24500.0,53,-1007,1,0,0,4480
418,131423709,1,24500.0,53,-1007,0,1,0,4480
419,131626524,1,24500.0,54,-1007,1,1,0,4480
420,133823659,1,24550.0,53,-1008,0,0,0,4432
421,134023679,2,24550.0,54,-1008,1,1,0,4480
422,134223674,1,24550.0,54,-1008,1,1,0,4480
423,134423828,1,24550.0,54,-1008,1,1,0,4432
424,134626486,1,24550.0,54,-1008,1,1,1,4432
425,134823830,1,24550.0,54,-1008,1,0,0,4432
426,135023822,1,24550.0,54,-1008,1,0,0,4480
427,135223839,2,24550.0,54,-1007,1,1,0,4480
428,135423835,1,24550.0,54,-1007,1,1,0,4432
429,135626398,2,24550.0,53,-1007,1,0,0,4432
430,135823837,1,24550.0,54,-1007,0,0,0,4480
431,136023814,1,24550.0,54,-1007,0,1,0,4480
432,136223841,1,24550.0,54,-1008,1,1,0,4480
433,136423825,1,24550.0,54,-1008,1,1,0,4480
434,136626383,1,24550.0,54,-1008,0,1,0,4480
435,136823829,2,24550.0,54,-1007,1,0,0,4432
436,137023644,1,24550.0,53,-1008,1,0,0,4432
437,137223714,2,24550.0,54,-1008,1,0,0,4432
438,137423716,2,24550.0,54,-1008,1,0,0,4432
439,137626411,1,24550.0,53,-1008,1,1,0,4480
440,139823676,1,24600.0,54,-1009,1,1,0,4480
441,140023694,1,24600.0,54,-1008,1,0,0,4432
442,140223660,1,24600.0,53,-1009,1,1,0,4480
443,140423664,1,24600.0,54,-1008,0,0,0,4432
444,140626370,2,24600.0,54,-1009,0,0,0,4480
445,140823727,1,24600.0,54,-1008,0,1,0,4480
446,141023693,2,24600.0,53,-1008,0,1,0,4432
447,141223715,1,24600.0,54,-1008,1,1,0,4432
448,141423661,2,24600.0,54,-1008,1,1,0,4480
449,141626382,1,24600.0,53,-1007,0,0,0,4432
450,141823677,2,24600.0,54,-1007,0,1,0,4432
451,142023670,2,24600.0,54,-1007,1,0,0,4432
452,142223725,1,24600.0,54,-1007,1,1,0,4480
453,142423665,1,24600.0,54,-1007,1,0,0,4432
454,142628713,1,24600.0,53,-1007,1,0,0,4432
455,142823669,2,24600.0,53,-1007,1,0,0,4432
456,143023687,1,24600.0,53,-1007,0,1,0,4480
457,143223716,1,24600.0,54,-1006,1,1,0,4480
458,143423735,1,24600.0,54,-1007,1,2,0,4432
459,143626372,2,24600.0,54,-1007,2,1,0,4480
460,145823674,2,24650.0,54,-1008,1,0,0,4480
461,146023715,1,24650.0,53,-1008,0,0,0,4432
462,146223674,1,24650.0,54,-1008,0,1,0,4480
463,146423716,2,24650.0,54,-1009,1,0,0,4432
464,146626393,1,24650.0,53,-1008,1,1,0,4432
465,146823708,1,24650.0,54,-1008,1,1,0,4432
466,147023673,1,24650.0,54,-1007,0,0,0,4480
467,147223732,1,24650.0,53,-1007,0,1,0,4432
468,147423649,2,24650.0,53,-1007,0,0,0,4432
469,147626410,2,24650.0,53,-1007,1,1,0,4432
470,147823711,1,24650.0,54,-1007,1,1,0,4480
471,148023694,1,24650.0,53,-1008,1,1,0,4480
472,148223693,1,24650.0,54,-1007,1,1,0,4432
473,148423726,1,24650.0,53,-1008,0,1,0,4480
474,148626424,1,24650.0,54,-1008,1,0,0,4432
475,148823711,1,24650.0,54,-1008,1,2,0,4480
476,149023688,1,24650.0,54,-1009,2,1,0,4480
477,149223704,1,24650.0,54,-1008,0,1,0,4432
478,149423663,1,24650.0,54,-1008,1,0,0,4432
